NOME DA VARIÁVEL,DESCRIÇÃO DA VARIÁVEL,DESCRIPTION OF THE VARIABLE,unit,denominators,subsection,data_sample1,data_sample2
V754,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe bueiro/boca-de-lobo,Residents in permanent private households with no nominal household monthly income per capita - There is no manhole / mouth-of-wolf,people,Entorno03_V422,household|income,16,45
V755,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Existe rampa para cadeirante,Residents in permanent private households with nominal monthly household income per capita up to 1/4 of SM - There is a wheelchair ramp,people,Entorno03_V422,household|income,0,0
V756,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Não existe rampa para cadeirante,Residents in permanent private households with nominal monthly household income per capita up to 1/4 of SM - No wheelchair ramp,people,Entorno03_V422,household|income,133,195
V757,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Existe rampa para cadeirante,Residents in permanent private households with nominal household per capita monthly income of more than 1/4 to 1/2 SM - There is a wheelchair ramp,people,Entorno03_V422,household|income,15,0
V758,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Não existe rampa para cadeirante,Residents in permanent private households with nominal household per capita monthly income of more than 1/4 to 1/2 SM - No wheelchair ramp,people,Entorno03_V422,household|income,218,286
V759,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Existe rampa para cadeirante,Residents in permanent private households with nominal household per capita monthly income of more than 1/2 to 1 SM - There is a wheelchair ramp,people,Entorno03_V422,household|income,18,0
V760,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Não existe rampa para cadeirante,Residents in permanent private households with nominal household per capita monthly income of more than 1/2 to 1 SM - No wheelchair ramp,people,Entorno03_V422,household|income,264,269
V761,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Existe rampa para cadeirante,Residents in permanent private households with nominal household income per capita of more than 1 to 2 SM - There is a wheelchair ramp,people,Entorno03_V422,household|income,11,0
V762,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Não existe rampa para cadeirante,Residents in permanent private households with nominal household per capita monthly income of more than 1 to 2 SM - No wheelchair ramp,people,Entorno03_V422,household|income,149,69
V763,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Existe rampa para cadeirante,Residents in permanent private households with nominal monthly household income per capita of more than 2 SM - There is a wheelchair ramp,people,Entorno03_V422,household|income,2,0
V764,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Não existe rampa para cadeirante,Residents in permanent private homes with a nominal household income per capita of more than 2 SM - There is no wheelchair ramp,people,Entorno03_V422,household|income,117,34
V765,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita - Existe rampa para cadeirante,Residents in permanent private households with no monthly nominal household income per capita - There is a wheelchair ramp,people,Entorno03_V422,household|income,0,0
V766,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe rampa para cadeirante,Residents in permanent private homes with no nominal household monthly income per capita - No wheelchair ramp,people,Entorno03_V422,household|income,30,45
V767,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Existe arborização,Residents in permanent private homes with monthly nominal household income per capita up to 1/4 of SM - There is afforestation,people,Entorno03_V422,household|income,29,10
V768,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Não existe arborização,Residents in permanent private homes with nominal monthly household income per capita up to 1/4 of SM - There is no afforestation,people,Entorno03_V422,household|income,104,185
V769,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Existe arborização,Residents in permanent private households with nominal household per capita monthly income of more than 1/4 to 1/2 SM - There is afforestation,people,Entorno03_V422,household|income,78,28
V770,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Não existe arborização,Residents in permanent private households with nominal monthly household income per capita of more than 1/4 to 1/2 SM - There is no afforestation,people,Entorno03_V422,household|income,155,258
V771,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Existe arborização,Residents in permanent private households with nominal household per capita monthly income of more than 1/2 to 1 SM - There is afforestation,people,Entorno03_V422,household|income,143,46
V772,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Não existe arborização,Residents in permanent private homes with nominal household per capita monthly income of more than 1/2 to 1 SM - There is no afforestation,people,Entorno03_V422,household|income,139,223
V773,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Existe arborização,Residents in permanent private homes with nominal monthly household income per capita of more than 1 to 2 SM - There is afforestation,people,Entorno03_V422,household|income,68,11
V774,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Não existe arborização,Residents in permanent private households with nominal household per capita income of more than 1 to 2 SM - There is no afforestation,people,Entorno03_V422,household|income,92,58
V775,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Existe arborização,Residents in permanent private homes with nominal monthly household income per capita of more than 2 SM - There is afforestation,people,Entorno03_V422,household|income,57,2
V776,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Não existe arborização,Residents in permanent private homes with nominal monthly household income per capita of more than 2 SM - There is no afforestation,people,Entorno03_V422,household|income,62,32
V777,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita - Existe arborização,Residents in permanent private homes with no nominal household monthly income per capita - There is afforestation,people,Entorno03_V422,household|income,12,0
V778,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe arborização,Residents in permanent private households with no monthly nominal household income per capita - There is no afforestation,people,Entorno03_V422,household|income,18,45
V779,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Existe esgoto a céu aberto,Residents in permanent private households with monthly nominal household income per capita up to 1/4 of SM - There is open sewage,people,Entorno03_V422,household|income,22,0
V780,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Não existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita up to 1/4 of SM - There is no open sewage,people,Entorno03_V422,household|income,111,195
V781,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Existe esgoto a céu aberto,Residents in permanent private households with nominal household per capita monthly income of more than 1/4 to 1/2 SM - There is open sewage,people,Entorno03_V422,household|income,14,0
V782,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Não existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita of more than 1/4 to 1/2 SM - There is no open sewage,people,Entorno03_V422,household|income,219,286
V783,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita of more than 1/2 to 1 SM - There is open sewage,people,Entorno03_V422,household|income,3,0
V784,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Não existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita of more than 1/2 to 1 SM - There is no open sewage,people,Entorno03_V422,household|income,279,269
V785,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita of more than 1 to 2 SM - There is open sewage,people,Entorno03_V422,household|income,7,0
V786,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Não existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita of more than 1 to 2 SM - There is no open sewage,people,Entorno03_V422,household|income,153,69
V787,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Existe esgoto a céu aberto,Residents in permanent private households with nominal monthly household income per capita of more than 2 SM - There is open sewage,people,Entorno03_V422,household|income,0,0
V788,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Não existe esgoto a céu aberto,Residents in permanent private homes with nominal monthly household income per capita of more than 2 SM - No open sewage,people,Entorno03_V422,household|income,119,34
V789,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita - Existe esgoto a céu aberto,Residents in permanent private households with no monthly nominal household income per capita - There is open sewage,people,Entorno03_V422,household|income,3,0
V790,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe esgoto a céu aberto,Residents in permanent private homes with no nominal household monthly income per capita - No open sewage,people,Entorno03_V422,household|income,27,45
V791,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Existe lixo acumulado nos logradouros,Residents in permanent private households with nominal monthly household income per capita up to 1/4 of SM - There is accumulated garbage in the street,people,Entorno03_V422,household|income,0,0
V792,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/4 do SM – Não existe lixo acumulado nos logradouros,Residents in permanent private households with monthly nominal household income per capita up to 1/4 of SM - There is no accumulated garbage in the streets,people,Entorno03_V422,household|income,133,195
V793,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Existe lixo acumulado nos logradouros,Residents in permanent private homes with nominal monthly household income per capita of more than 1/4 to 1/2 SM - There is accumulated garbage in the streets,people,Entorno03_V422,household|income,0,0
V794,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/4 a 1/2 SM – Não existe lixo acumulado nos logradouros,Residents in permanent private homes with a nominal household per capita monthly income of more than 1/4 to 1/2 SM - There is no accumulated garbage in the streets,people,Entorno03_V422,household|income,233,286
V795,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Existe lixo acumulado nos logradouros,Residents in permanent private households with nominal monthly household income per capita of more than 1/2 to 1 SM - There is accumulated garbage in the street,people,Entorno03_V422,household|income,0,0
V796,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1/2 a 1 SM – Não existe lixo acumulado nos logradouros,Residents in permanent private homes with a nominal household per capita monthly income of more than 1/2 to 1 SM - There is no accumulated garbage in the streets,people,Entorno03_V422,household|income,282,269
V797,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Existe lixo acumulado nos logradouros,Residents in permanent private households with nominal monthly household income per capita of more than 1 to 2 SM - There is accumulated garbage in the streets,people,Entorno03_V422,household|income,0,0
V798,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 1 a 2 SM – Não existe lixo acumulado nos logradouros,Residents in permanent private homes with nominal household monthly income per capita of more than 1 to 2 SM - There is no accumulated garbage in the streets,people,Entorno03_V422,household|income,160,69
V799,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Existe lixo acumulado nos logradouros,Residents in permanent private homes with nominal monthly household income per capita of more than 2 SM - There is accumulated garbage in the streets,people,Entorno03_V422,household|income,0,0
V800,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita de mais de 2 SM – Não existe lixo acumulado nos logradouros,Residents in permanent private households with nominal monthly household income per capita of more than 2 SM - There is no accumulated garbage in the streets,people,Entorno03_V422,household|income,119,34
V801,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Existe lixo acumulado nos logradouros,Residents in permanent private households with no monthly nominal household income per capita - There is accumulated garbage in the streets,people,Entorno03_V422,household|income,0,0
V802,Moradores em domicílios particulares permanentes sem rendimento nominal mensal domiciliar per capita – Não existe lixo acumulado nos logradouros,Residents in permanent private households with no monthly nominal household income per capita - There is no accumulated garbage in the street,people,Entorno03_V422,household|income,30,45
V803,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe identificação do logradouro,Residents in permanent private households with male person - There is an identification of the public place,people,Entorno03_V422,housing,474,382
V804,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe identificação do logradouro,Residents in permanent private households with male responsible - No street identification,people,Entorno03_V422,housing,263,258
V805,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe identificação do logradouro,Residents in permanent private households with female manager - There is an identification of the public place,people,Entorno03_V422,housing,135,156
V806,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe identificação do logradouro,Residents in permanent private households with female manager - No street identification,people,Entorno03_V422,housing,85,102
V807,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe iluminação pública,Residents in permanent private households with male person - Public lighting,people,Entorno03_V422,housing,737,595
V808,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,Residents in permanent private households with responsible male - No public lighting,people,Entorno03_V422,housing,0,45
V809,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe iluminação pública,Residents in permanent private households with female manager - Public lighting,people,Entorno03_V422,housing,220,255
V810,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,Residents in permanent private households with female manager - No public lighting,people,Entorno03_V422,housing,0,3
V811,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe pavimentação,Residents in permanent private households with male manager - Paving exists,people,Entorno03_V422,housing,704,236
V812,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe pavimentação,Residents in permanent private households with male person - There is no flooring,people,Entorno03_V422,housing,33,404
V813,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe pavimentação,Residents in permanent private households with female manager - Paving exists,people,Entorno03_V422,housing,208,84
V814,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe pavimentação,Residents in permanent private households with female manager - There is no flooring,people,Entorno03_V422,housing,12,174
V815,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe calçada,Residents in permanent private households with male person - There is a sidewalk,people,Entorno03_V422,housing,207,74
V816,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe calçada,Residents in permanent private households with male person - No sidewalk,people,Entorno03_V422,housing,530,566
V817,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe calçada,Residents in permanent private households with female manager - Exist sidewalk,people,Entorno03_V422,housing,67,23
V818,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe calçada,Residents in permanent private households with female manager - There is no sidewalk,people,Entorno03_V422,housing,153,235
V819,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe meio-fio/guia,Residents in permanent private households with male person - There is a curb / guide,people,Entorno03_V422,housing,674,216
V820,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,Residents in permanent private households with male responsible - No curb / guide,people,Entorno03_V422,housing,63,424
V821,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe meio-fio/guia,Residents in permanent private households with female manager - There is a curb / guide,people,Entorno03_V422,housing,197,80
V822,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,Residents in permanent private households with female manager - No curb / guide,people,Entorno03_V422,housing,23,178
V823,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe bueiro/boca-de-lobo,Residents in permanent private households with male person - There is manhole / mouth-of-wolf,people,Entorno03_V422,housing,324,0
V824,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe bueiro/boca-de-lobo,Residents in permanent private households with male person - There is no manhole / mouth-of-wolf,people,Entorno03_V422,housing,413,640
V825,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe bueiro/boca-de-lobo,Residents in permanent private households with female manager - There is manhole / mouth-of-wolf,people,Entorno03_V422,housing,110,0
V826,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe bueiro/boca-de-lobo,Residents in permanent private households with female manager - There is no manhole / mouth-of-wolf,people,Entorno03_V422,housing,110,258
V827,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe rampa para cadeirante,Residents in permanent private households with male responsible - There is a wheelchair ramp,people,Entorno03_V422,housing,38,0
V828,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe rampa para cadeirante,Residents in permanent private households with male person - No wheelchair ramp,people,Entorno03_V422,housing,699,640
V829,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe rampa para cadeirante,Residents in permanent private households with female in charge - There is a wheelchair ramp,people,Entorno03_V422,housing,8,0
V830,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe rampa para cadeirante,Residents in permanent private households with female manager - No wheelchair ramp,people,Entorno03_V422,housing,212,258
V831,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe arborização,Residents in permanent private households with male person - There is afforestation,people,Entorno03_V422,housing,287,74
V832,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe arborização,Residents in permanent private households with male person - There is no afforestation,people,Entorno03_V422,housing,450,566
V833,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe arborização,Residents in permanent private households with female manager - There is afforestation,people,Entorno03_V422,housing,100,23
V834,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe arborização,Residents in permanent private households with female manager - There is no afforestation,people,Entorno03_V422,housing,120,235
V835,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe esgoto a céu aberto,Residents in permanent private households with male manager - There is open sewage,people,Entorno03_V422,housing,49,0
V836,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe esgoto a céu aberto,Residents in permanent private households with male person - No open sewage,people,Entorno03_V422,housing,688,640
V837,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe esgoto a céu aberto,Residents in permanent private households with female manager - There is open sewage,people,Entorno03_V422,housing,0,0
V838,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe esgoto a céu aberto,Residents in permanent private households with female manager - No open sewage,people,Entorno03_V422,housing,220,258
V839,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Existe lixo acumulado nos logradouros,Residents in permanent private households with male person - There is accumulated garbage in the streets,people,Entorno03_V422,housing,0,0
V840,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe lixo acumulado nos logradouros,Residents in permanent private households with male person - There is no accumulated garbage in the public places,people,Entorno03_V422,housing,737,640
V841,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Existe lixo acumulado nos logradouros,Residents in permanent private households with female manager - There is accumulated garbage in the streets,people,Entorno03_V422,housing,0,0
V842,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe lixo acumulado nos logradouros,Residents in permanent private households with female manager - There is no accumulated garbage in the streets,people,Entorno03_V422,housing,220,258
