Nome da variável,Descrição da variável,Variable description,unit,denominators,subsection,data_sample1,data_sample2
V162,"Pessoas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – branca","Persons 70 years of age or older, male and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,5,4
V163,"Pessoas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – preta","Persons 70 years of age or older, male and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,2,1
V164,"Pessoas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – amarela","Persons 70 years of age or older, male and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,1,0
V165,"Pessoas de 70 anos ou mais de idade, do sexo masculino e cor ou raça – parda","Persons 70 years of age or older, males, and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,12,14
V166,"Pessoas de 70 anos ou mais de idade, do sexo masculino e cor ou raça - indígena","Persons 70 years of age or older, male and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V167,"Pessoas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - branca","Persons 5 or 6 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,2,9
V168,"Pessoas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - preta","Persons 5 or 6 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V169,"Pessoas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - amarela","Persons 5 or 6 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,1,0
V170,"Pessoas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - parda","Persons 5 or 6 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,16,12
V171,"Pessoas de 5 ou 6 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 5 or 6 years old, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V172,"Pessoas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - branca","People 7 to 9 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,6,16
V173,"Pessoas de 7 a 9 anos de idade, do sexo feminino e cor ou raça - preta","People 7 to 9 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,2
V174,"Pessoas de 7  a 9 anos de idade, do sexo feminino e cor ou raça - amarela","Persons 7 to 9 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,1
V175,"Pessoas de 7  a 9 anos de idade, do sexo feminino e cor ou raça - parda","People 7 to 9 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,20,17
V176,"Pessoas de 7  a 9 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 7 to 9 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V177,"Pessoas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – branca","Persons 10 to 14 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,21,22
V178,"Pessoas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – preta","Persons 10 to 14 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V179,"Pessoas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 10 to 14 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,1,2
V180,"Pessoas de 10 a 14 anos de idade, do sexo feminino e cor ou raça – parda","Persons 10 to 14 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,39,25
V181,"Pessoas de 10 a 14 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 10 to 14 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V182,"Pessoas de 15 a 19 anos de idade, do sexo feminino e cor ou raça – branca","Persons 15 to 19 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,15,22
V183,"Pessoas de 15 a 19 anos de idade, do sexo feminino e cor ou raça – preta","Persons 15 to 19 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,1,3
V184,"Pessoas de 15 a 19 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 15 to 19 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,1,1
V185,"Pessoas de 15 a 19 anos de idade, do sexo feminino e cor ou raça – parda","Persons 15 to 19 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,32,26
V186,"Pessoas de 15 a 19 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 15 to 19 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V187,"Pessoas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – branca","Persons 15 to 17 years of age, female and color or race - white",people,Pessoa03_V182,race_ethnicity|age_gender,10,14
V188,"Pessoas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – preta","Persons 15 to 17 years of age, female and color or race - black",people,Pessoa03_V183,race_ethnicity|age_gender,1,2
V189,"Pessoas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 15 to 17 years of age, female and color or race - yellow",people,Pessoa03_V184,race_ethnicity|age_gender,0,1
V190,"Pessoas de 15 a 17 anos de idade, do sexo feminino e cor ou raça – parda","Persons 15 to 17 years of age, female and color or race - brown",people,Pessoa03_V185,race_ethnicity|age_gender,22,13
V191,"Pessoas de 15 a 17 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 15 to 17 years of age, female and color or race - indigenous",people,Pessoa03_V186,race_ethnicity|age_gender,0,0
V192,"Pessoas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – branca","Persons 18 or 19 years of age, female and color or race - white",people,Pessoa03_V182,race_ethnicity|age_gender,5,8
V193,"Pessoas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – preta","Persons 18 or 19 years of age, female and color or race - black",people,Pessoa03_V183,race_ethnicity|age_gender,0,1
V194,"Pessoas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 18 or 19 years of age, female and color or race - yellow",people,Pessoa03_V184,race_ethnicity|age_gender,1,0
V195,"Pessoas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça – parda","Persons 18 or 19 years of age, female and color or race - brown",people,Pessoa03_V185,race_ethnicity|age_gender,10,13
V196,"Pessoas de 18 ou 19 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 18 or 19 years of age, female and color or race - indigenous",people,Pessoa03_V186,race_ethnicity|age_gender,0,0
V197,"Pessoas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - branca","People 20 to 24 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,14,14
V198,"Pessoas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - preta","Persons 20 to 24 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,2
V199,"Pessoas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - amarela","Persons 20 to 24 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,3,1
V200,"Pessoas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - parda","Persons 20 to 24 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,21,22
V201,"Pessoas de 20 a 24 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 20 to 24 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V202,"Pessoas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – branca","Persons 25 to 29 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,21,10
V203,"Pessoas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – preta","Persons 25 to 29 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,2,3
V204,"Pessoas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 25 to 29 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,1,1
V205,"Pessoas de 25 a 29 anos de idade, do sexo feminino e cor ou raça – parda","Persons 25 to 29 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,30,31
V206,"Pessoas de 25 a 29 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 25 to 29 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V207,"Pessoas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – branca","People 30 to 34 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,14,22
V208,"Pessoas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – preta","Persons 30 to 34 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,1,3
V209,"Pessoas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 30 to 34 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V210,"Pessoas de 30 a 34 anos de idade, do sexo feminino e cor ou raça – parda","Persons 30 to 34 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,27,24
V211,"Pessoas de 30 a 34 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 30 to 34 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V212,"Pessoas de 35 a 39 anos de idade, do sexo feminino e cor ou raça - branca","Persons 35 to 39 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,15,12
V213,"Pessoas de 35 a 39 anos de idade, do sexo feminino e cor ou raça – preta","Persons 35 to 39 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,2,2
V214,"Pessoas de 35 a 39 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 35 to 39 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V215,"Pessoas de 35 a 39 anos de idade, do sexo feminino e cor ou raça – parda","Persons 35 to 39 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,25,16
V216,"Pessoas de 35 a 39 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 35 to 39 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V217,"Pessoas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – branca","People 40-44 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,11,6
V218,"Pessoas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – preta","Persons 40 to 44 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,1
V219,"Pessoas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 40 to 44 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,1
V220,"Pessoas de 40 a 44 anos de idade, do sexo feminino e cor ou raça – parda","Persons 40 to 44 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,16,11
V221,"Pessoas de 40 a 44 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 40 to 44 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V222,"Pessoas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – branca","Persons 45 to 49 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,7,4
V223,"Pessoas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – preta","Persons 45 to 49 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,2,1
V224,"Pessoas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 45 to 49 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,1,0
V225,"Pessoas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – parda","Persons 45 to 49 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,11,9
V226,"Pessoas de 45 a 49 anos de idade, do sexo feminino e cor ou raça – indígena","Persons 45 to 49 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V227,"Pessoas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – branca","People 50-54 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,6,6
V228,"Pessoas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – preta","Persons 50 to 54 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,1
V229,"Pessoas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 50 to 54 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V230,"Pessoas de 50 a 54 anos de idade, do sexo feminino e cor ou raça – parda","Persons 50 to 54 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,17,4
V231,"Pessoas de 50 a 54 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 50-54 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V232,"Pessoas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – branca","Persons 55-59 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,11,7
V233,"Pessoas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – preta","Persons 55-59 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,1,0
V234,"Pessoas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 55-59 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V235,"Pessoas de 55 a 59 anos de idade, do sexo feminino e cor ou raça – parda","Persons 55-59 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,8,8
V236,"Pessoas de 55 a 59 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 55-59 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V237,"Pessoas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – branca","Persons 60-69 years of age, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,11,6
V238,"Pessoas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – preta","Persons 60 to 69 years of age, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,2,0
V239,"Pessoas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – amarela","Persons 60 to 69 years of age, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V240,"Pessoas de 60 a 69 anos de idade, do sexo feminino e cor ou raça – parda","Persons 60 to 69 years of age, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,9,8
V241,"Pessoas de 60 a 69 anos de idade, do sexo feminino e cor ou raça - indígena","Persons 60 to 69 years of age, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V242,"Pessoas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – branca","Persons 70 years of age or older, female and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,3,3
V243,"Pessoas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – preta","Persons 70 years of age or older, female and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,1,2
V244,"Pessoas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – amarela","Persons 70 years of age or older, female and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V245,"Pessoas de 70 anos ou mais de idade, do sexo feminino e cor ou raça – parda","Persons 70 years of age or older, female and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,5,6
V246,"Pessoas de 70 anos ou mais de idade, do sexo feminino e cor ou raça - indígena","Persons 70 years of age or older, female and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V247,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo masculino e cor ou raça – branca","Literate people of 5 or 6 years of age, male and color or race - white",people,Pessoa03_V001,race_ethnicity|age_gender,6,1
V248,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo masculino e cor ou raça - preta","Literate people of 5 or 6 years of age, male and color or race - black",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V249,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo masculino e cor ou raça – amarela","Literate people of 5 or 6 years of age, male and color or race - yellow",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
V250,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo masculino e cor ou raça - parda","Literate people of 5 or 6 years of age, male and color or race - brown",people,Pessoa03_V001,race_ethnicity|age_gender,3,2
V251,"Pessoas alfabetizadas de 5 ou 6 anos de idade, do sexo masculino e cor ou raça – indígena","Literate persons of 5 or 6 years of age, male and color or race - indigenous",people,Pessoa03_V001,race_ethnicity|age_gender,0,0
