NOME DA VARIÁVEL,DESCRIÇÃO DA VARIÁVEL,DESCRIPTION OF THE VARIABLE,unit,denominators,subsection,data_sample1,data_sample2
V153,Domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe esgoto a céu aberto,Permanent private households that had a bathroom or sanitary and septic tank sewage - There is no open sewage,housing_units,Entorno01_V001,housing,16,81
V154,Domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe esgoto a céu aberto,Permanent private households that did not have a bathroom or toilets - There is open sewage,housing_units,Entorno01_V001,housing,0,10
V155,Domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe esgoto a céu aberto,Permanent private households that did not have a bathroom or toilet - No open sewage,housing_units,Entorno01_V001,housing,0,13
V156,Domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Existe lixo acumulado nos logradouros,Permanent private households with bathrooms or toilets and sanitary sewage from the general sewage network or rainwater network - There is accumulated garbage in the public areas,housing_units,Entorno01_V001,housing,0,0
V157,Domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário da rede geral de esgoto ou rede pluvial – Não existe lixo acumulado nos logradouros,Permanent private households that had a bathroom or sanitary sewer and sewage from the general sewage network or rainwater network - There is no accumulated garbage in the street,housing_units,Entorno01_V001,housing,6,24
V158,Domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Existe lixo acumulado nos logradouros,Permanent private households that had a bathroom or toilet and a septic tank sewer - There is accumulated garbage in the street,housing_units,Entorno01_V001,housing,0,0
V159,Domicílios particulares permanentes que tinham banheiro ou sanitário e esgotamento sanitário de fossa séptica – Não existe lixo acumulado nos logradouros,Permanent private dwellings that had a bathroom or toilet and septic tank sewage - There is no accumulated garbage in the street,housing_units,Entorno01_V001,housing,17,140
V160,Domicílios particulares permanentes que não tinham banheiro ou sanitário – Existe lixo acumulado nos logradouros,Permanent private households that did not have a bathroom or toilet - There is garbage accumulated in the public areas,housing_units,Entorno01_V001,housing,0,0
V161,Domicílios particulares permanentes que não tinham banheiro ou sanitário – Não existe lixo acumulado nos logradouros,Permanent private households that did not have a bathroom or toilet - There is no garbage accumulated in the streets,housing_units,Entorno01_V001,housing,0,23
V162,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe identificação do logradouro,Permanent private households with garbage collected directly by cleaning service - There is identification of the public place,housing_units,Entorno01_V001,housing,180,226
V163,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe identificação do logradouro,Permanent private households with garbage collected directly by cleaning service - No street identification,housing_units,Entorno01_V001,housing,99,13
V164,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe identificação do logradouro,Permanent private households with garbage deposited in a cleaning service bucket - There is an identification of the public place,housing_units,Entorno01_V001,housing,0,2
V165,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe identificação do logradouro,Permanent private households with garbage deposited in a cleaning service bucket - There is no street id,housing_units,Entorno01_V001,housing,0,0
V166,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe iluminação pública,Permanent private households with garbage collected directly by cleaning service - There is public lighting,housing_units,Entorno01_V001,housing,279,239
V167,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe iluminação pública,Permanent private households with garbage collected directly by cleaning service - No public lighting,housing_units,Entorno01_V001,housing,0,0
V168,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe iluminação pública,Permanent private households with garbage deposited in a cleaning service bucket - Public lighting,housing_units,Entorno01_V001,housing,0,2
V169,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe iluminação pública,Permanent private households with garbage deposited in cleaning service bucket - No public lighting,housing_units,Entorno01_V001,housing,0,0
V170,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe pavimentação,Permanent private households with garbage collected directly by cleaning service - There is paving,housing_units,Entorno01_V001,housing,267,102
V171,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe pavimentação,Permanent private households with garbage collected directly by cleaning service - There is no flooring,housing_units,Entorno01_V001,housing,12,137
V172,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe pavimentação,Permanent private households with garbage deposited in a cleaning service bucket - There is paving,housing_units,Entorno01_V001,housing,0,0
V173,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe pavimentação,Permanent private households with garbage deposited in a cleaning service bucket - There is no flooring,housing_units,Entorno01_V001,housing,0,2
V174,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe calçada,Permanent private households with garbage collected directly by cleaning service - There is sidewalk,housing_units,Entorno01_V001,housing,85,32
V175,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe calçada,Permanent private households with garbage collected directly by cleaning service - There is no sidewalk,housing_units,Entorno01_V001,housing,194,207
V176,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe calçada,Permanent private households with garbage deposited in a cleaning service bucket - There is a sidewalk,housing_units,Entorno01_V001,housing,0,0
V177,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe calçada,Permanent private households with trash deposited in a cleaning service bucket - There is no sidewalk,housing_units,Entorno01_V001,housing,0,2
V178,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe meio-fio/guia,Permanent private households with garbage collected directly by cleaning service - There is a curb / guide,housing_units,Entorno01_V001,housing,257,104
V179,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe meio-fio/guia,Permanent private households with garbage collected directly by cleaning service - There is no curb / guide,housing_units,Entorno01_V001,housing,22,135
V180,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe meio-fio/guia,Permanent private households with garbage deposited in a cleaning service bucket - There is a curb / guide,housing_units,Entorno01_V001,housing,0,0
V181,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe meio-fio/guia,Permanent private households with garbage deposited in a cleaning service bucket - There is no curb / guide,housing_units,Entorno01_V001,housing,0,2
V182,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe bueiro/boca-de-lobo,Permanent private households with garbage collected directly by cleaning service - There is manhole / mouth-of-wolf,housing_units,Entorno01_V001,housing,129,5
V183,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe bueiro/boca-de-lobo,Permanent private households with garbage collected directly by cleaning service - There is no manhole / mouth-of-wolf,housing_units,Entorno01_V001,housing,150,234
V184,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe bueiro/boca-de-lobo,Permanent private households with rubbish deposited in a cleaning service bucket - There is manhole / mouth-of-wolf,housing_units,Entorno01_V001,housing,0,0
V185,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe bueiro/boca-de-lobo,Permanent private households with rubbish deposited in a cleaning service bucket - There is no manhole / mouth-of-wolf,housing_units,Entorno01_V001,housing,0,2
V186,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe rampa para cadeirante,Permanent private households with garbage collected directly by cleaning service - There is a wheelchair ramp,housing_units,Entorno01_V001,housing,13,43
V187,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe rampa para cadeirante,Permanent private households with garbage collected directly by cleaning service - There is no wheelchair ramp,housing_units,Entorno01_V001,housing,266,196
V188,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe rampa para cadeirante,Permanent private households with garbage deposited in a cleaning service bucket - There is a wheelchair ramp,housing_units,Entorno01_V001,housing,0,0
V189,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe rampa para cadeirante,Permanent private households with garbage deposited in a cleaning service bucket - There is no wheelchair ramp,housing_units,Entorno01_V001,housing,0,2
V190,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe arborização,Permanent private households with garbage collected directly by cleaning service - There is afforestation,housing_units,Entorno01_V001,housing,115,46
V191,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe arborização,Permanent private households with garbage collected directly by cleaning service - There is no afforestation,housing_units,Entorno01_V001,housing,164,193
V192,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe arborização,Permanent private households with garbage deposited in a cleaning service bucket - There is afforestation,housing_units,Entorno01_V001,housing,0,1
V193,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe arborização,Permanent private households with garbage deposited in a cleaning service bucket - There is no afforestation,housing_units,Entorno01_V001,housing,0,1
V194,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe esgoto a céu aberto,Permanent private households with garbage collected directly by cleaning service - There is open sewage,housing_units,Entorno01_V001,housing,13,87
V195,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe esgoto a céu aberto,Permanent private households with garbage collected directly by cleaning service - No open sewage,housing_units,Entorno01_V001,housing,266,152
V196,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe esgoto a céu aberto,Permanent private households with garbage deposited in a cleaning service bucket - There is open sewage,housing_units,Entorno01_V001,housing,0,2
V197,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe esgoto a céu aberto,Permanent private households with garbage deposited in a cleaning service bucket - There is no open sewage,housing_units,Entorno01_V001,housing,0,0
V198,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Existe lixo acumulado nos logradouros,Permanent private households with garbage collected directly by cleaning service - There is accumulated garbage in the street,housing_units,Entorno01_V001,housing,0,0
V199,Domicílios particulares permanentes com lixo coletado diretamente por serviço de limpeza – Não existe lixo acumulado nos logradouros,Permanent private households with garbage collected directly by cleaning service - There is no garbage accumulated in the streets,housing_units,Entorno01_V001,housing,279,239
V200,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Existe lixo acumulado nos logradouros,Permanent private households with garbage deposited in a cleaning service bucket - There is accumulated garbage in the street,housing_units,Entorno01_V001,housing,0,0
V201,Domicílios particulares permanentes com lixo depositado em caçamba de serviço de limpeza – Não existe lixo acumulado nos logradouros,Permanent private households with garbage deposited in a cleaning service bucket - There is no garbage accumulated in the premises,housing_units,Entorno01_V001,housing,0,2
