Sequential,Short,Name,DENOMINATORS,Tablename,unit,subsection,Column heading description in profile,AGG,order,Table descr
G1058,Chinese_BP_B_Aus,Chinese Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1058,Ancestry by Country of Birth of Parents
G1059,Chinese_BP_NS,Chinese Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1059,Ancestry by Country of Birth of Parents
G1060,Chinese_Tot_Resp,Chinese Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1060,Ancestry by Country of Birth of Parents
G1061,Croatian_BP_B_OS,Croatian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1061,Ancestry by Country of Birth of Parents
G1062,Croatian_FO_B_OS,Croatian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1062,Ancestry by Country of Birth of Parents
G1063,Croatian_MO_B_OS,Croatian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1063,Ancestry by Country of Birth of Parents
G1064,Croatian_BP_B_Aus,Croatian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1064,Ancestry by Country of Birth of Parents
G1065,Croatian_BP_NS,Croatian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1065,Ancestry by Country of Birth of Parents
G1066,Croatian_Tot_Resp,Croatian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1066,Ancestry by Country of Birth of Parents
G1067,Dutch_BP_B_OS,Dutch Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1067,Ancestry by Country of Birth of Parents
G1068,Dutch_FO_B_OS,Dutch Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1068,Ancestry by Country of Birth of Parents
G1069,Dutch_MO_B_OS,Dutch Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1069,Ancestry by Country of Birth of Parents
G1070,Dutch_BP_B_Aus,Dutch Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1070,Ancestry by Country of Birth of Parents
G1071,Dutch_BP_NS,Dutch Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1071,Ancestry by Country of Birth of Parents
G1072,Dutch_Tot_Resp,Dutch Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1072,Ancestry by Country of Birth of Parents
G1073,English_BP_B_OS,English Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1073,Ancestry by Country of Birth of Parents
G1074,English_FO_B_OS,English Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1074,Ancestry by Country of Birth of Parents
G1075,English_MO_B_OS,English Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1075,Ancestry by Country of Birth of Parents
G1076,English_BP_B_Aus,English Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1076,Ancestry by Country of Birth of Parents
G1077,English_BP_NS,English Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1077,Ancestry by Country of Birth of Parents
G1078,English_Tot_Resp,English Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1078,Ancestry by Country of Birth of Parents
G1079,Filipino_BP_B_OS,Filipino Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1079,Ancestry by Country of Birth of Parents
G1080,Filipino_FO_B_OS,Filipino Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1080,Ancestry by Country of Birth of Parents
G1081,Filipino_MO_B_OS,Filipino Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1081,Ancestry by Country of Birth of Parents
G1082,Filipino_BP_B_Aus,Filipino Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1082,Ancestry by Country of Birth of Parents
G1083,Filipino_BP_NS,Filipino Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1083,Ancestry by Country of Birth of Parents
G1084,Filipino_Tot_Resp,Filipino Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1084,Ancestry by Country of Birth of Parents
G1085,French_BP_B_OS,French Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1085,Ancestry by Country of Birth of Parents
G1086,French_FO_B_OS,French Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1086,Ancestry by Country of Birth of Parents
G1087,French_MO_B_OS,French Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1087,Ancestry by Country of Birth of Parents
G1088,French_BP_B_Aus,French Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1088,Ancestry by Country of Birth of Parents
G1089,French_BP_NS,French Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1089,Ancestry by Country of Birth of Parents
G1090,French_Tot_Resp,French Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1090,Ancestry by Country of Birth of Parents
G1091,German_BP_B_OS,German Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1091,Ancestry by Country of Birth of Parents
G1092,German_FO_B_OS,German Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1092,Ancestry by Country of Birth of Parents
G1093,German_MO_B_OS,German Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1093,Ancestry by Country of Birth of Parents
G1094,German_BP_B_Aus,German Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1094,Ancestry by Country of Birth of Parents
G1095,German_BP_NS,German Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1095,Ancestry by Country of Birth of Parents
G1096,German_Tot_Resp,German Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1096,Ancestry by Country of Birth of Parents
G1097,Greek_BP_B_OS,Greek Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1097,Ancestry by Country of Birth of Parents
G1098,Greek_FO_B_OS,Greek Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1098,Ancestry by Country of Birth of Parents
G1099,Greek_MO_B_OS,Greek Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1099,Ancestry by Country of Birth of Parents
G1100,Greek_BP_B_Aus,Greek Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1100,Ancestry by Country of Birth of Parents
G1101,Greek_BP_NS,Greek Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1101,Ancestry by Country of Birth of Parents
G1102,Greek_Tot_Resp,Greek Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1102,Ancestry by Country of Birth of Parents
G1103,Hungarian_BP_B_OS,Hungarian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1103,Ancestry by Country of Birth of Parents
G1104,Hungarian_FO_B_OS,Hungarian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1104,Ancestry by Country of Birth of Parents
G1105,Hungarian_MO_B_OS,Hungarian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1105,Ancestry by Country of Birth of Parents
G1106,Hungarian_BP_B_Aus,Hungarian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1106,Ancestry by Country of Birth of Parents
G1107,Hungarian_BP_NS,Hungarian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1107,Ancestry by Country of Birth of Parents
G1108,Hungarian_Tot_Resp,Hungarian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1108,Ancestry by Country of Birth of Parents
G1109,Indian_BP_B_OS,Indian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1109,Ancestry by Country of Birth of Parents
G1110,Indian_FO_B_OS,Indian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1110,Ancestry by Country of Birth of Parents
G1111,Indian_MO_B_OS,Indian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1111,Ancestry by Country of Birth of Parents
G1112,Indian_BP_B_Aus,Indian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1112,Ancestry by Country of Birth of Parents
G1113,Indian_BP_NS,Indian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1113,Ancestry by Country of Birth of Parents
G1114,Indian_Tot_Resp,Indian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1114,Ancestry by Country of Birth of Parents
G1115,Irish_BP_B_OS,Irish Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1115,Ancestry by Country of Birth of Parents
G1116,Irish_FO_B_OS,Irish Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1116,Ancestry by Country of Birth of Parents
G1117,Irish_MO_B_OS,Irish Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1117,Ancestry by Country of Birth of Parents
G1118,Irish_BP_B_Aus,Irish Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1118,Ancestry by Country of Birth of Parents
G1119,Irish_BP_NS,Irish Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1119,Ancestry by Country of Birth of Parents
G1120,Irish_Tot_Resp,Irish Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1120,Ancestry by Country of Birth of Parents
G1121,Italian_BP_B_OS,Italian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1121,Ancestry by Country of Birth of Parents
G1122,Italian_FO_B_OS,Italian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1122,Ancestry by Country of Birth of Parents
G1123,Italian_MO_B_OS,Italian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1123,Ancestry by Country of Birth of Parents
G1124,Italian_BP_B_Aus,Italian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1124,Ancestry by Country of Birth of Parents
G1125,Italian_BP_NS,Italian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1125,Ancestry by Country of Birth of Parents
G1126,Italian_Tot_Resp,Italian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1126,Ancestry by Country of Birth of Parents
G1127,Korean_BP_B_OS,Korean Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1127,Ancestry by Country of Birth of Parents
G1128,Korean_FO_B_OS,Korean Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1128,Ancestry by Country of Birth of Parents
G1129,Korean_MO_B_OS,Korean Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1129,Ancestry by Country of Birth of Parents
G1130,Korean_BP_B_Aus,Korean Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1130,Ancestry by Country of Birth of Parents
G1131,Korean_BP_NS,Korean Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1131,Ancestry by Country of Birth of Parents
G1132,Korean_Tot_Resp,Korean Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1132,Ancestry by Country of Birth of Parents
G1133,Lebanese_BP_B_OS,Lebanese Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1133,Ancestry by Country of Birth of Parents
G1134,Lebanese_FO_B_OS,Lebanese Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1134,Ancestry by Country of Birth of Parents
G1135,Lebanese_MO_B_OS,Lebanese Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1135,Ancestry by Country of Birth of Parents
G1136,Lebanese_BP_B_Aus,Lebanese Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1136,Ancestry by Country of Birth of Parents
G1137,Lebanese_BP_NS,Lebanese Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1137,Ancestry by Country of Birth of Parents
G1138,Lebanese_Tot_Resp,Lebanese Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1138,Ancestry by Country of Birth of Parents
G1139,Macedonian_BP_B_OS,Macedonian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1139,Ancestry by Country of Birth of Parents
G1140,Macdonian_FO_B_OS,Macedonian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1140,Ancestry by Country of Birth of Parents
G1141,Macdonian_MO_B_OS,Macedonian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1141,Ancestry by Country of Birth of Parents
G1142,Macdonian_BP_B_Aus,Macedonian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1142,Ancestry by Country of Birth of Parents
G1143,Macdonian_BP_NS,Macedonian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1143,Ancestry by Country of Birth of Parents
G1144,Macedonian_Tot_Resp,Macedonian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1144,Ancestry by Country of Birth of Parents
G1145,Maltese_BP_B_OS,Maltese Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1145,Ancestry by Country of Birth of Parents
G1146,Maltese_FO_B_OS,Maltese Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1146,Ancestry by Country of Birth of Parents
G1147,Maltese_MO_B_OS,Maltese Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1147,Ancestry by Country of Birth of Parents
G1148,Maltese_BP_B_Aus,Maltese Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1148,Ancestry by Country of Birth of Parents
G1149,Maltese_BP_NS,Maltese Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1149,Ancestry by Country of Birth of Parents
G1150,Maltese_Tot_Resp,Maltese Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1150,Ancestry by Country of Birth of Parents
G1151,Maori_BP_B_OS,Maori Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1151,Ancestry by Country of Birth of Parents
G1152,Maori_FO_B_OS,Maori Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1152,Ancestry by Country of Birth of Parents
G1153,Maori_MO_B_OS,Maori Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1153,Ancestry by Country of Birth of Parents
G1154,Maori_BP_B_Aus,Maori Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1154,Ancestry by Country of Birth of Parents
G1155,Maori_BP_NS,Maori Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1155,Ancestry by Country of Birth of Parents
G1156,Maori_Tot_Resp,Maori Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1156,Ancestry by Country of Birth of Parents
G1157,NZ_BP_B_OS,New Zealander Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1157,Ancestry by Country of Birth of Parents
G1158,NZ_FO_B_OS,New Zealander Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1158,Ancestry by Country of Birth of Parents
G1159,NZ_MO_B_OS,New Zealander Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1159,Ancestry by Country of Birth of Parents
G1160,NZ_BP_B_Aus,New Zealander Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1160,Ancestry by Country of Birth of Parents
G1161,NZ_BP_NS,New Zealander Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1161,Ancestry by Country of Birth of Parents
G1162,NZ_Tot_Resp,New Zealander Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1162,Ancestry by Country of Birth of Parents
G1163,Polish_BP_B_OS,Polish Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1163,Ancestry by Country of Birth of Parents
G1164,Polish_FO_B_OS,Polish Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1164,Ancestry by Country of Birth of Parents
G1165,Polish_MO_B_OS,Polish Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1165,Ancestry by Country of Birth of Parents
G1166,Polish_BP_B_Aus,Polish Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1166,Ancestry by Country of Birth of Parents
G1167,Polish_BP_NS,Polish Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1167,Ancestry by Country of Birth of Parents
G1168,Polish_Tot_Resp,Polish Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1168,Ancestry by Country of Birth of Parents
G1169,Russian_BP_B_OS,Russian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1169,Ancestry by Country of Birth of Parents
G1170,Russian_FO_B_OS,Russian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1170,Ancestry by Country of Birth of Parents
G1171,Russian_MO_B_OS,Russian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1171,Ancestry by Country of Birth of Parents
G1172,Russian_BP_B_Aus,Russian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1172,Ancestry by Country of Birth of Parents
G1173,Russian_BP_NS,Russian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1173,Ancestry by Country of Birth of Parents
G1174,Russian_Tot_Resp,Russian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1174,Ancestry by Country of Birth of Parents
G1175,Scottish_BP_B_OS,Scottish Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1175,Ancestry by Country of Birth of Parents
G1176,Scottish_FO_B_OS,Scottish Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1176,Ancestry by Country of Birth of Parents
G1177,Scottish_MO_B_OS,Scottish Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1177,Ancestry by Country of Birth of Parents
G1178,Scottish_BP_B_Aus,Scottish Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1178,Ancestry by Country of Birth of Parents
G1179,Scottish_BP_NS,Scottish Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1179,Ancestry by Country of Birth of Parents
G1180,Scottish_Tot_Resp,Scottish Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1180,Ancestry by Country of Birth of Parents
G1181,Serbian_BP_B_OS,Serbian Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1181,Ancestry by Country of Birth of Parents
G1182,Serbian_FO_B_OS,Serbian Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1182,Ancestry by Country of Birth of Parents
G1183,Serbian_MO_B_OS,Serbian Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1183,Ancestry by Country of Birth of Parents
G1184,Serbian_BP_B_Aus,Serbian Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1184,Ancestry by Country of Birth of Parents
G1185,Serbian_BP_NS,Serbian Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1185,Ancestry by Country of Birth of Parents
G1186,Serbian_Tot_Resp,Serbian Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1186,Ancestry by Country of Birth of Parents
G1187,Sth_African_BP_B_OS,South African Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1187,Ancestry by Country of Birth of Parents
G1188,Sth_African_FO_B_OS,South African Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1188,Ancestry by Country of Birth of Parents
G1189,Sth_African_MO_B_OS,South African Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1189,Ancestry by Country of Birth of Parents
G1190,Sth_Afrcan_BP_B_Aus,South African Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1190,Ancestry by Country of Birth of Parents
G1191,Sth_African_BP_NS,South African Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1191,Ancestry by Country of Birth of Parents
G1192,Sth_African_Tot_Resp,South African Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1192,Ancestry by Country of Birth of Parents
G1193,Spanish_BP_B_OS,Spanish Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1193,Ancestry by Country of Birth of Parents
G1194,Spanish_FO_B_OS,Spanish Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1194,Ancestry by Country of Birth of Parents
G1195,Spanish_MO_B_OS,Spanish Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1195,Ancestry by Country of Birth of Parents
G1196,Spanish_BP_B_Aus,Spanish Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1196,Ancestry by Country of Birth of Parents
G1197,Spanish_BP_NS,Spanish Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1197,Ancestry by Country of Birth of Parents
G1198,Spanish_Tot_Resp,Spanish Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1198,Ancestry by Country of Birth of Parents
G1199,Sri_Lankan_BP_B_OS,Sri Lankan Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1199,Ancestry by Country of Birth of Parents
G1200,Sri_Lankan_FO_B_OS,Sri Lankan Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1200,Ancestry by Country of Birth of Parents
G1201,Sri_Lankan_MO_B_OS,Sri Lankan Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1201,Ancestry by Country of Birth of Parents
G1202,Sri_Lankan_BP_B_Aus,Sri Lankan Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1202,Ancestry by Country of Birth of Parents
G1203,Sri_Lankan_BP_NS,Sri Lankan Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1203,Ancestry by Country of Birth of Parents
G1204,Sri_Lankan_Tot_Resp,Sri Lankan Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1204,Ancestry by Country of Birth of Parents
G1205,Turkish_BP_B_OS,Turkish Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1205,Ancestry by Country of Birth of Parents
G1206,Turkish_FO_B_OS,Turkish Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1206,Ancestry by Country of Birth of Parents
G1207,Turkish_MO_B_OS,Turkish Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1207,Ancestry by Country of Birth of Parents
G1208,Turkish_BP_B_Aus,Turkish Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1208,Ancestry by Country of Birth of Parents
G1209,Turkish_BP_NS,Turkish Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1209,Ancestry by Country of Birth of Parents
G1210,Turkish_Tot_Resp,Turkish Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1210,Ancestry by Country of Birth of Parents
G1211,Vietnamese_BP_B_OS,Vietnamese Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1211,Ancestry by Country of Birth of Parents
G1212,Vietnamese_FO_B_OS,Vietnamese Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1212,Ancestry by Country of Birth of Parents
G1213,Vietnamese_MO_B_OS,Vietnamese Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1213,Ancestry by Country of Birth of Parents
G1214,Vietnamese_BP_B_Aus,Vietnamese Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1214,Ancestry by Country of Birth of Parents
G1215,Vietnamese_BP_NS,Vietnamese Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1215,Ancestry by Country of Birth of Parents
G1216,Vietnamese_Tot_Resp,Vietnamese Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1216,Ancestry by Country of Birth of Parents
G1217,Welsh_BP_B_OS,Welsh Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1217,Ancestry by Country of Birth of Parents
G1218,Welsh_FO_B_OS,Welsh Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1218,Ancestry by Country of Birth of Parents
G1219,Welsh_MO_B_OS,Welsh Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1219,Ancestry by Country of Birth of Parents
G1220,Welsh_BP_B_Aus,Welsh Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1220,Ancestry by Country of Birth of Parents
G1221,Welsh_BP_NS,Welsh Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1221,Ancestry by Country of Birth of Parents
G1222,Welsh_Tot_Resp,Welsh Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1222,Ancestry by Country of Birth of Parents
G1223,Other_BP_B_OS,Other Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1223,Ancestry by Country of Birth of Parents
G1224,Other_FO_B_OS,Other Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1224,Ancestry by Country of Birth of Parents
G1225,Other_MO_B_OS,Other Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1225,Ancestry by Country of Birth of Parents
G1226,Other_BP_B_Aus,Other Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1226,Ancestry by Country of Birth of Parents
G1227,Other_BP_NS,Other Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1227,Ancestry by Country of Birth of Parents
G1228,Other_Tot_Resp,Other Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1228,Ancestry by Country of Birth of Parents
G1229,Ancestry_NS_BP_B_OS,Ancestry not stated Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1229,Ancestry by Country of Birth of Parents
G1230,Ancestry_NS_FO_B_OS,Ancestry not stated Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1230,Ancestry by Country of Birth of Parents
G1231,Ancestry_NS_MO_B_OS,Ancestry not stated Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1231,Ancestry by Country of Birth of Parents
G1232,Ancestry_NS_BP_B_Aus,Ancestry not stated Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1232,Ancestry by Country of Birth of Parents
G1233,Ancestry_NS_BP_NS,Ancestry not stated Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1233,Ancestry by Country of Birth of Parents
G1234,Ancestry_NS_Tot_Resp,Ancestry not stated Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1234,Ancestry by Country of Birth of Parents
G1235,Tot_P_BP_B_OS,Total Persons Both parents born overseas,,G08,people,migration|race_ethnicity,Both parents born overseas,,1235,Ancestry by Country of Birth of Parents
G1236,Tot_P_FO_B_OS,Total Persons Father only born overseas,,G08,people,migration|race_ethnicity,Father only born overseas,,1236,Ancestry by Country of Birth of Parents
G1237,Tot_P_MO_B_OS,Total Persons Mother only born overseas,,G08,people,migration|race_ethnicity,Mother only born overseas,,1237,Ancestry by Country of Birth of Parents
G1238,Tot_P_BP_B_Aus,Total Persons Both parents born in Australia,,G08,people,migration|race_ethnicity,Both parents born in Australia,,1238,Ancestry by Country of Birth of Parents
G1239,Tot_P_BP_NS,Total Persons Birthplace not stated,,G08,people,migration|race_ethnicity,Birthplace not stated,,1239,Ancestry by Country of Birth of Parents
G1240,Tot_P_Tot_Resp,Total Persons Total Responses,,G08,people,migration|race_ethnicity,Total Responses,,1240,Ancestry by Country of Birth of Parents
G5361,Buddhism_M,Buddhism Males,Tot_P_P|Tot_P_M,G14,people,religion,Males,,5361,Religious Affiliation by Sex
G5362,Buddhism_F,Buddhism Females,Tot_P_P|Tot_P_F,G14,people,religion,Females,,5362,Religious Affiliation by Sex
