Sequential,Short,Name,DENOMINATORS,Tablename,unit,subsection,Column heading description in profile,AGG,order,Table descr
B1420,B10A_China_exc_SARs_Taiwan_2009,China excl SARs and Taiwan Year of arrival 2009,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,2009,,1420,Country of Birth of Person by Year of Arrival in Australia
B1419,B10A_China_exc_SARs_Taiwan_2008,China excl SARs and Taiwan Year of arrival 2008,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,2008,,1419,Country of Birth of Person by Year of Arrival in Australia
B1418,B10A_China_exc_SARs_Taiwan_2007,China excl SARs and Taiwan Year of arrival 2007,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,2007,,1418,Country of Birth of Person by Year of Arrival in Australia
B1417,B10A_China_exc_SARs_Taiwan_2006,China excl SARs and Taiwan Year of arrival 2006,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,2006,,1417,Country of Birth of Person by Year of Arrival in Australia
B1416,B10A_China_exc_SARs_Taiwan_01_05,China excl SARs and Taiwan Year of arrival 2001-2005,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,2001-2005,,1416,Country of Birth of Person by Year of Arrival in Australia
B1415,B10A_China_exc_SARs_Taiwan_91_00,China excl SARs and Taiwan Year of arrival 1991-2000,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,1991-2000,,1415,Country of Birth of Person by Year of Arrival in Australia
B1414,B10A_China_exc_SARs_Taiwan_81_90,China excl SARs and Taiwan Year of arrival 1981-1990,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,1981-1990,,1414,Country of Birth of Person by Year of Arrival in Australia
B1413,B10A_China_exc_SARs_Taiwan_71_80,China excl SARs and Taiwan Year of arrival 1971-1980,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,1971-1980,,1413,Country of Birth of Person by Year of Arrival in Australia
B1412,B10A_China_exc_SARs_Taiwan_61_70,China excl SARs and Taiwan Year of arrival 1961-1970,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,1961-1970,,1412,Country of Birth of Person by Year of Arrival in Australia
B1411,B10A_China_exc_SARs_Taiwan_51_60,China excl SARs and Taiwan Year of arrival 1951-1960,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,1951-1960,,1411,Country of Birth of Person by Year of Arrival in Australia
B1410,B10A_China_exc_SARs_Taiwan_41_50,China excl SARs and Taiwan Year of arrival 1941-1950,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,1941-1950,,1410,Country of Birth of Person by Year of Arrival in Australia
B1409,B10A_China_exc_SARs_Taiw_Bef_1941,China excl SARs and Taiwan Year of arrival Before 1941,B10A_China_exc_SARs_Taiwan_Tot,B10A,people,migration|nationality,Before 1941,,1409,Country of Birth of Person by Year of Arrival in Australia
B1408,B10A_Canada_Tot,Canada Total,B10C_Tot_Tot,B10A,people,migration|nationality,Total,,1408,Country of Birth of Person by Year of Arrival in Australia
B1407,B10A_Canada_Yr_arrival_NS,Canada Year of arrival not stated,B10A_Canada_Tot,B10A,people,migration|nationality,Year of arrival not stated,,1407,Country of Birth of Person by Year of Arrival in Australia
B1406,B10A_Canada_2011,Canada Year of arrival 2011,B10A_Canada_Tot,B10A,people,migration|nationality,2011,,1406,Country of Birth of Person by Year of Arrival in Australia
B1405,B10A_Canada_2010,Canada Year of arrival 2010,B10A_Canada_Tot,B10A,people,migration|nationality,2010,,1405,Country of Birth of Person by Year of Arrival in Australia
B1404,B10A_Canada_2009,Canada Year of arrival 2009,B10A_Canada_Tot,B10A,people,migration|nationality,2009,,1404,Country of Birth of Person by Year of Arrival in Australia
B1403,B10A_Canada_2008,Canada Year of arrival 2008,B10A_Canada_Tot,B10A,people,migration|nationality,2008,,1403,Country of Birth of Person by Year of Arrival in Australia
B1402,B10A_Canada_2007,Canada Year of arrival 2007,B10A_Canada_Tot,B10A,people,migration|nationality,2007,,1402,Country of Birth of Person by Year of Arrival in Australia
B1401,B10A_Canada_2006,Canada Year of arrival 2006,B10A_Canada_Tot,B10A,people,migration|nationality,2006,,1401,Country of Birth of Person by Year of Arrival in Australia
B1400,B10A_Canada_2001_2005,Canada Year of arrival 2001-2005,B10A_Canada_Tot,B10A,people,migration|nationality,2001-2005,,1400,Country of Birth of Person by Year of Arrival in Australia
B1399,B10A_Canada_1991_2000,Canada Year of arrival 1991-2000,B10A_Canada_Tot,B10A,people,migration|nationality,1991-2000,,1399,Country of Birth of Person by Year of Arrival in Australia
B1398,B10A_Canada_1981_1990,Canada Year of arrival 1981-1990,B10A_Canada_Tot,B10A,people,migration|nationality,1981-1990,,1398,Country of Birth of Person by Year of Arrival in Australia
B1397,B10A_Canada_1971_1980,Canada Year of arrival 1971-1980,B10A_Canada_Tot,B10A,people,migration|nationality,1971-1980,,1397,Country of Birth of Person by Year of Arrival in Australia
B1396,B10A_Canada_1961_1970,Canada Year of arrival 1961-1970,B10A_Canada_Tot,B10A,people,migration|nationality,1961-1970,,1396,Country of Birth of Person by Year of Arrival in Australia
B1395,B10A_Canada_1951_1960,Canada Year of arrival 1951-1960,B10A_Canada_Tot,B10A,people,migration|nationality,1951-1960,,1395,Country of Birth of Person by Year of Arrival in Australia
B1394,B10A_Canada_1941_1950,Canada Year of arrival 1941-1950,B10A_Canada_Tot,B10A,people,migration|nationality,1941-1950,,1394,Country of Birth of Person by Year of Arrival in Australia
B1393,B10A_Canada_Before_1941,Canada Year of arrival Before 1941,B10A_Canada_Tot,B10A,people,migration|nationality,Before 1941,,1393,Country of Birth of Person by Year of Arrival in Australia
B1392,B10A_Cambodia_Tot,Cambodia Total,B10C_Tot_Tot,B10A,people,migration|nationality,Total,,1392,Country of Birth of Person by Year of Arrival in Australia
B1391,B10A_Cambodia_Yr_arrival_ns,Cambodia Year of arrival not stated,B10A_Cambodia_Tot,B10A,people,migration|nationality,Year of arrival not stated,,1391,Country of Birth of Person by Year of Arrival in Australia
B1390,B10A_Cambodia_2011,Cambodia Year of arrival 2011,B10A_Cambodia_Tot,B10A,people,migration|nationality,2011,,1390,Country of Birth of Person by Year of Arrival in Australia
B1389,B10A_Cambodia_2010,Cambodia Year of arrival 2010,B10A_Cambodia_Tot,B10A,people,migration|nationality,2010,,1389,Country of Birth of Person by Year of Arrival in Australia
B1388,B10A_Cambodia_2009,Cambodia Year of arrival 2009,B10A_Cambodia_Tot,B10A,people,migration|nationality,2009,,1388,Country of Birth of Person by Year of Arrival in Australia
B1387,B10A_Cambodia_2008,Cambodia Year of arrival 2008,B10A_Cambodia_Tot,B10A,people,migration|nationality,2008,,1387,Country of Birth of Person by Year of Arrival in Australia
B1386,B10A_Cambodia_2007,Cambodia Year of arrival 2007,B10A_Cambodia_Tot,B10A,people,migration|nationality,2007,,1386,Country of Birth of Person by Year of Arrival in Australia
B1385,B10A_Cambodia_2006,Cambodia Year of arrival 2006,B10A_Cambodia_Tot,B10A,people,migration|nationality,2006,,1385,Country of Birth of Person by Year of Arrival in Australia
B1384,B10A_Cambodia_2001_2005,Cambodia Year of arrival 2001-2005,B10A_Cambodia_Tot,B10A,people,migration|nationality,2001-2005,,1384,Country of Birth of Person by Year of Arrival in Australia
B1383,B10A_Cambodia_1991_2000,Cambodia Year of arrival 1991-2000,B10A_Cambodia_Tot,B10A,people,migration|nationality,1991-2000,,1383,Country of Birth of Person by Year of Arrival in Australia
B1382,B10A_Cambodia_1981_1990,Cambodia Year of arrival 1981-1990,B10A_Cambodia_Tot,B10A,people,migration|nationality,1981-1990,,1382,Country of Birth of Person by Year of Arrival in Australia
B1381,B10A_Cambodia_1971_1980,Cambodia Year of arrival 1971-1980,B10A_Cambodia_Tot,B10A,people,migration|nationality,1971-1980,,1381,Country of Birth of Person by Year of Arrival in Australia
B1380,B10A_Cambodia_1961_1970,Cambodia Year of arrival 1961-1970,B10A_Cambodia_Tot,B10A,people,migration|nationality,1961-1970,,1380,Country of Birth of Person by Year of Arrival in Australia
B1379,B10A_Cambodia_1951_1960,Cambodia Year of arrival 1951-1960,B10A_Cambodia_Tot,B10A,people,migration|nationality,1951-1960,,1379,Country of Birth of Person by Year of Arrival in Australia
B1378,B10A_Cambodia_1941_1950,Cambodia Year of arrival 1941-1950,B10A_Cambodia_Tot,B10A,people,migration|nationality,1941-1950,,1378,Country of Birth of Person by Year of Arrival in Australia
B1377,B10A_Cambodia_Before_1941,Cambodia Year of arrival Before 1941,B10A_Cambodia_Tot,B10A,people,migration|nationality,Before 1941,,1377,Country of Birth of Person by Year of Arrival in Australia
B1376,B10A_Bosnia_Herzegovina_Tot,Bosnia and Herzegovina Total,B10C_Tot_Tot,B10A,people,migration|nationality,Total,,1376,Country of Birth of Person by Year of Arrival in Australia
B1375,B10A_Bosnia_Herzegovina_arrival_ns,Bosnia and Herzegovina Year of arrival not stated,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,Year of arrival not stated,,1375,Country of Birth of Person by Year of Arrival in Australia
B1374,B10A_Bosnia_Herzegovina_2011,Bosnia and Herzegovina Year of arrival 2011,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2011,,1374,Country of Birth of Person by Year of Arrival in Australia
B1373,B10A_Bosnia_Herzegovina_2010,Bosnia and Herzegovina Year of arrival 2010,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2010,,1373,Country of Birth of Person by Year of Arrival in Australia
B1372,B10A_Bosnia_Herzegovina_2009,Bosnia and Herzegovina Year of arrival 2009,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2009,,1372,Country of Birth of Person by Year of Arrival in Australia
B1371,B10A_Bosnia_Herzegovina_2008,Bosnia and Herzegovina Year of arrival 2008,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2008,,1371,Country of Birth of Person by Year of Arrival in Australia
B1370,B10A_Bosnia_Herzegovina_2007,Bosnia and Herzegovina Year of arrival 2007,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2007,,1370,Country of Birth of Person by Year of Arrival in Australia
B1369,B10A_Bosnia_Herzegovina_2006,Bosnia and Herzegovina Year of arrival 2006,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2006,,1369,Country of Birth of Person by Year of Arrival in Australia
B1368,B10A_Bosnia_Herzegovina_2001_2005,Bosnia and Herzegovina Year of arrival 2001-2005,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,2001-2005,,1368,Country of Birth of Person by Year of Arrival in Australia
B1367,B10A_Bosnia_Herzegovina_1991_2000,Bosnia and Herzegovina Year of arrival 1991-2000,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,1991-2000,,1367,Country of Birth of Person by Year of Arrival in Australia
B1366,B10A_Bosnia_Herzegovina_1981_1990,Bosnia and Herzegovina Year of arrival 1981-1990,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,1981-1990,,1366,Country of Birth of Person by Year of Arrival in Australia
B1365,B10A_Bosnia_Herzegovina_1971_1980,Bosnia and Herzegovina Year of arrival 1971-1980,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,1971-1980,,1365,Country of Birth of Person by Year of Arrival in Australia
B1364,B10A_Bosnia_Herzegovina_1961_1970,Bosnia and Herzegovina Year of arrival 1961-1970,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,1961-1970,,1364,Country of Birth of Person by Year of Arrival in Australia
B1363,B10A_Bosnia_Herzegovina_1951_1960,Bosnia and Herzegovina Year of arrival 1951-1960,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,1951-1960,,1363,Country of Birth of Person by Year of Arrival in Australia
B1362,B10A_Bosnia_Herzegovina_1941_1950,Bosnia and Herzegovina Year of arrival 1941-1950,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,1941-1950,,1362,Country of Birth of Person by Year of Arrival in Australia
B1361,B10A_Bosnia_Herzegovina_Befre_1941,Bosnia and Herzegovina Year of arrival Before 1941,B10A_Bosnia_Herzegovina_Tot,B10A,people,migration|nationality,Before 1941,,1361,Country of Birth of Person by Year of Arrival in Australia
B2167,B11B_P_Tot_Total,Persons Total Total,B01_Tot_P_P,B11B,people,language|migration,Total|PERSONS,,2167,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2166,B11B_P_Tot_Yr_arrival_not_stated,Persons Total Year of arrival not stated,B11B_P_Tot_Total,B11B,people,language|migration,Year of arrival not stated|PERSONS,,2166,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2165,B11B_P_Tot_2011,Persons Total Year of arrival 2011,B11B_P_Tot_Total,B11B,people,language|migration,2011|PERSONS,,2165,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2164,B11B_P_Tot_2010,Persons Total Year of arrival 2010,B11B_P_Tot_Total,B11B,people,language|migration,2010|PERSONS,,2164,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2163,B11B_P_Tot_2009,Persons Total Year of arrival 2009,B11B_P_Tot_Total,B11B,people,language|migration,2009|PERSONS,,2163,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2162,B11B_P_Tot_2008,Persons Total Year of arrival 2008,B11B_P_Tot_Total,B11B,people,language|migration,2008|PERSONS,,2162,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2161,B11B_P_Tot_2007,Persons Total Year of arrival 2007,B11B_P_Tot_Total,B11B,people,language|migration,2007|PERSONS,,2161,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2160,B11B_P_Tot_2006,Persons Total Year of arrival 2006,B11B_P_Tot_Total,B11B,people,language|migration,2006|PERSONS,,2160,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2159,B11B_P_Tot_2001_2005,Persons Total Year of arrival 2001-2005,B11B_P_Tot_Total,B11B,people,language|migration,2001-2005|PERSONS,,2159,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2158,B11B_P_Tot_1996_2000,Persons Total Year of arrival 1996-2000,B11B_P_Tot_Total,B11B,people,language|migration,1996-2000|PERSONS,,2158,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2157,B11B_P_Tot_bf1996,Persons Total Year of arrival Before 1996,B11B_P_Tot_Total,B11B,people,language|migration,Before 1996|PERSONS,,2157,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2156,B11B_P_L_prof_Eng_ns_Total,Persons Language and proficiency in English not stated Total,B11B_P_Tot_Total,B11B,people,language|migration,Total|PERSONS,,2156,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2155,B11B_P_L_prof_Eng_ns_arrival_ns,Persons Language and proficiency in English not stated Year of arrival not stated,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,Year of arrival not stated|PERSONS,,2155,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2154,B11B_P_L_prof_Eng_ns_2011,Persons Language and proficiency in English not stated Year of arrival 2011,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2011|PERSONS,,2154,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2153,B11B_P_L_prof_Eng_ns_2010,Persons Language and proficiency in English not stated Year of arrival 2010,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2010|PERSONS,,2153,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2152,B11B_P_L_prof_Eng_ns_2009,Persons Language and proficiency in English not stated Year of arrival 2009,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2009|PERSONS,,2152,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2151,B11B_P_L_prof_Eng_ns_2008,Persons Language and proficiency in English not stated Year of arrival 2008,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2008|PERSONS,,2151,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2150,B11B_P_L_prof_Eng_ns_2007,Persons Language and proficiency in English not stated Year of arrival 2007,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2007|PERSONS,,2150,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2149,B11B_P_L_prof_Eng_ns_2006,Persons Language and proficiency in English not stated Year of arrival 2006,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2006|PERSONS,,2149,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2148,B11B_P_L_prof_Eng_ns_2001_2005,Persons Language and proficiency in English not stated Year of arrival 2001-2005,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,2001-2005|PERSONS,,2148,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2147,B11B_P_L_prof_Eng_ns_1996_2000,Persons Language and proficiency in English not stated Year of arrival 1996-2000,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,1996-2000|PERSONS,,2147,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2146,B11B_P_L_prof_Eng_ns_bf1996,Persons Language and proficiency in English not stated Year of arrival Before 1996,B11B_P_L_prof_Eng_ns_Total,B11B,people,language|migration,Before 1996|PERSONS,,2146,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2145,B11B_P_SOL_SE_Tot_Total,Persons Speaks other language and speaks English Total Total,B11B_P_Tot_Total,B11B,people,language|migration,Total|PERSONS,,2145,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2144,B11B_P_SOL_SE_Tot_arrival_ns,Persons Speaks other language and speaks English Total Year of arrival not stated,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,Year of arrival not stated|PERSONS,,2144,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2143,B11B_P_SOL_SE_Tot_2011,Persons Speaks other language and speaks English Total Year of arrival 2011,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2011|PERSONS,,2143,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2142,B11B_P_SOL_SE_Tot_2010,Persons Speaks other language and speaks English Total Year of arrival 2010,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2010|PERSONS,,2142,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2141,B11B_P_SOL_SE_Tot_2009,Persons Speaks other language and speaks English Total Year of arrival 2009,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2009|PERSONS,,2141,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2140,B11B_P_SOL_SE_Tot_2008,Persons Speaks other language and speaks English Total Year of arrival 2008,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2008|PERSONS,,2140,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2139,B11B_P_SOL_SE_Tot_2007,Persons Speaks other language and speaks English Total Year of arrival 2007,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2007|PERSONS,,2139,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2138,B11B_P_SOL_SE_Tot_2006,Persons Speaks other language and speaks English Total Year of arrival 2006,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2006|PERSONS,,2138,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2137,B11B_P_SOL_SE_Tot_2001_2005,Persons Speaks other language and speaks English Total Year of arrival 2001-2005,B11B_P_SOL_SE_Tot_Total,B11B,people,language|migration,2001-2005|PERSONS,,2137,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2136,B11A_P_SOL_SE_Tot_1996_2000,Persons Speaks other language and speaks English Total Year of arrival 1996-2000,B11B_P_SOL_SE_Tot_Total,B11A,people,language|migration,1996-2000|PERSONS,,2136,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2135,B11A_P_SOL_SE_Tot_bf1996,Persons Speaks other language and speaks English Total Year of arrival Before 1996,B11B_P_SOL_SE_Tot_Total,B11A,people,language|migration,Before 1996|PERSONS,,2135,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2134,B11A_P_SOL_SE_PE_ns_arvl_Total,Persons Speaks other language and speaks English Proficiency in English not stated Total,B11B_P_Tot_Total,B11A,people,language|migration,Total|PERSONS,,2134,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2133,B11A_P_SOL_SE_PE_ns_arrival_ns,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival not stated,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,Year of arrival not stated|PERSONS,,2133,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2132,B11A_P_SOL_SE_PE_ns_2011,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2011,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2011|PERSONS,,2132,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2131,B11A_P_SOL_SE_PE_ns_2010,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2010,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2010|PERSONS,,2131,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2130,B11A_P_SOL_SE_PE_ns_2009,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2009,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2009|PERSONS,,2130,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2129,B11A_P_SOL_SE_PE_ns_2008,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2008,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2008|PERSONS,,2129,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2128,B11A_P_SOL_SE_PE_ns_2007,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2007,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2007|PERSONS,,2128,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2127,B11A_P_SOL_SE_PE_ns_2006,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2006,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2006|PERSONS,,2127,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2126,B11A_P_SOL_SE_PE_ns_2001_2005,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 2001-2005,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,2001-2005|PERSONS,,2126,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2125,B11A_P_SOL_SE_PE_ns_1996_2000,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival 1996-2000,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,1996-2000|PERSONS,,2125,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2124,B11A_P_SOL_SE_PE_ns_bf1996,Persons Speaks other language and speaks English Proficiency in English not stated Year of arrival Before 1996,B11A_P_SOL_SE_PE_ns_arvl_Total,B11A,people,language|migration,Before 1996|PERSONS,,2124,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2123,B11A_P_SOL_SE_NW_NA_Total,Persons Speaks other language and speaks English Not well or not at all Total,B11B_P_Tot_Total,B11A,people,language|migration,Total|PERSONS,,2123,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2122,B11A_P_SOL_SE_NW_NA_arrval_ns,Persons Speaks other language and speaks English Not well or not at all Year of arrival not stated,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,Year of arrival not stated|PERSONS,,2122,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2121,B11A_P_SOL_SE_NW_NA_2011,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2011,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2011|PERSONS,,2121,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2120,B11A_P_SOL_SE_NW_NA_2010,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2010,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2010|PERSONS,,2120,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2119,B11A_P_SOL_SE_NW_NA_2009,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2009,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2009|PERSONS,,2119,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2118,B11A_P_SOL_SE_NW_NA_2008,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2008,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2008|PERSONS,,2118,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2117,B11A_P_SOL_SE_NW_NA_2007,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2007,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2007|PERSONS,,2117,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2116,B11A_P_SOL_SE_NW_NA_2006,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2006,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2006|PERSONS,,2116,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2115,B11A_P_SOL_SE_NW_NA_2001_2005,Persons Speaks other language and speaks English Not well or not at all Year of arrival 2001-2005,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,2001-2005|PERSONS,,2115,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2114,B11A_P_SOL_SE_NW_NA_1996_2000,Persons Speaks other language and speaks English Not well or not at all Year of arrival 1996-2000,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,1996-2000|PERSONS,,2114,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2113,B11A_P_SOL_SE_NW_NA_bf1996,Persons Speaks other language and speaks English Not well or not at all Year of arrival Before 1996,B11A_P_SOL_SE_NW_NA_Total,B11A,people,language|migration,Before 1996|PERSONS,,2113,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2112,B11A_P_SOL_SE_VW_W_Y_a_Total,Persons Speaks other language and speaks English Very well or well Total,B11B_P_Tot_Total,B11A,people,language|migration,Total|PERSONS,,2112,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2111,B11A_P_SOL_SE_VW_W_Y_a_ns,Persons Speaks other language and speaks English Very well or well Year of arrival not stated,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,Year of arrival not stated|PERSONS,,2111,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2110,B11A_P_SOL_SE_VW_W_2011,Persons Speaks other language and speaks English Very well or well Year of arrival 2011,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,2011|PERSONS,,2110,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2109,B11A_P_SOL_SE_VW_W_2010,Persons Speaks other language and speaks English Very well or well Year of arrival 2010,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,2010|PERSONS,,2109,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2108,B11A_P_SOL_SE_VW_W_2009,Persons Speaks other language and speaks English Very well or well Year of arrival 2009,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,2009|PERSONS,,2108,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2107,B11A_P_SOL_SE_VW_W_2008,Persons Speaks other language and speaks English Very well or well Year of arrival 2008,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,2008|PERSONS,,2107,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2106,B11A_P_SOL_SE_VW_W_2007,Persons Speaks other language and speaks English Very well or well Year of arrival 2007,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,2007|PERSONS,,2106,Proficiency in Spoken English/Language by Year of Arrival in Australia
B2105,B11A_P_SOL_SE_VW_W_2006,Persons Speaks other language and speaks English Very well or well Year of arrival 2006,B11A_P_SOL_SE_VW_W_Y_a_Total,B11A,people,language|migration,2006|PERSONS,,2105,Proficiency in Spoken English/Language by Year of Arrival in Australia
